"v0_6","weekly",24,25.0667,1.1209,2047.014366,13.59,"OK","6775.390931;6663.734364;7103.999122;7107.46609;6974.975125;6922.829246;6999.570874;7085.044685;7044.545764;6993.835874;7016.000476;7053.982127;7053.209824","6510.0;6109.0;5215.0;6798.0;4354.0;10041.0;7637.0;6137.0;7002.0;8575.0;19189.0;12646.0;6956.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",25,19.8857,1.2552,352.794503,6.44,"OK","1409.889502;1505.702549;1586.752323;1705.262944;1808.541694;1892.016861;1951.909608;2000.697327;2044.672419;2085.061249;2118.994122;2144.847655;2163.397084","1431.0;1679.0;1348.0;1870.0;2110.0;2492.0;2701.0;2649.0;2745.0;2676.0;3017.0;2669.0;2017.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",26,25.0984,0.8467,1292.699563,11.37,"OK","2953.05978;3091.017544;3205.157424;3299.591487;3377.721868;3442.363335;3495.844698;3540.092707;3576.701465;3606.98986;3632.049079;3652.781919;3669.935312","2672.0;3061.0;2947.0;4293.0;3409.0;4660.0;5136.0;6235.0;5580.0;4585.0;6168.0;4943.0;3945.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",27,28.4831,1.1105,708.787008,36.16,"OK","1894.666838;2051.425031;1958.136756;2137.726248;2055.907238;2158.35855;2151.300526;2155.124079;2222.075375;2159.576509;2254.733345;2184.308654;2253.988298","2144.0;2144.0;1752.0;2314.0;2645.0;2643.0;3120.0;3302.0;3802.0;2762.0;3713.0;4473.0;2643.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",28,43.3613,1.5383,1356.886946,1.67,"OK","4597.007235;4858.62893;5050.888817;5192.176275;5296.005245;5372.306814;5428.379118;5469.585391;5499.866952;5522.120189;5538.473591;5550.491338;5559.322909","7793.0;3341.0;3003.0;3507.0;2555.0;3167.0;3300.0;3507.0;8089.0;8507.0;5611.0;4081.0;3025.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",29,33.0943,1.2727,317.226733,7.92,"OK","790.637077;813.781179;838.027679;858.639613;876.161804;891.057407;903.72015;914.484739;923.635709;931.414943;938.028065;943.649875;948.428973","851.0;1017.0;907.0;1075.0;833.0;1716.0;1339.0;1312.0;1345.0;1322.0;2142.0;1732.0;1143.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",30,21.758,1.3962,760.213616,10.0,"OK","3757.768184;3804.517674;3851.65757;3886.413276;3916.297782;3941.1753;3961.843107;3979.07715;3993.430001;4005.38507;4015.343506;4023.638473;4030.547898","3623.0;4016.0;3075.0;4373.0;3773.0;5121.0;4129.0;4785.0;6509.0;7561.0;6183.0;5485.0;4223.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",31,37.7462,1.8853,257.386633,8.17,"OK","923.668765;907.194547;919.657057;962.105197;961.977531;943.64892;935.98739;942.689807;948.906271;947.859589;944.340368;943.573961;945.058985","708.0;829.0;796.0;1026.0;1483.0;1412.0;1665.0;1696.0;2150.0;1948.0;1778.0;1156.0;1053.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",32,31.2349,1.8139,944.526217,17.04,"OK","4297.276368;4371.356859;4345.414078;4359.661318;4399.583838;4435.24944;4456.827294;4470.146389;4481.988369;4494.094609;4505.242665;4514.416621;4521.713706","5029.0;3990.0;5803.0;3980.0;6833.0;5247.0;6023.0;7372.0;6529.0;7042.0;6642.0;6607.0;7307.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",33,34.7545,2.3078,299.42397,5.47,"OK","1537.080924;1498.867698;1454.517491;1484.525731;1499.640376;1502.399517;1486.276584;1484.857258;1492.535336;1495.222546;1492.379887;1489.442332;1490.773128","1635.1;1470.0;1831.2;1860.7;2952.6;2076.0;1926.5;2127.6;2526.5;3130.5;2901.6;1965.4;1930.4","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",34,32.8514,2.3309,229.170777,5.44,"OK","1252.344937;1239.064253;1207.163994;1274.505876;1234.083263;1256.00249;1228.841544;1253.123824;1240.331904;1247.936953;1241.130143;1245.181434;1244.135821","1528.0;1485.0;1676.0;1434.0;2556.0;2017.0;1752.0;1575.0;1478.0;2618.0;2045.0;1480.0;1464.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",35,38.3369,1.6479,342.971286,9.66,"OK","1048.13735;1073.06674;1093.771209;1095.045284;1084.276155;1075.555374;1075.17083;1079.819806;1083.49089;1083.587343;1081.581718;1080.037262;1080.024841","1240.0;938.0;1641.0;1225.0;2143.0;2298.0;1561.0;1253.0;1257.0;2191.0;2137.0;1662.0;1565.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",36,14.4353,1.8775,1163.630868,3.39,"OK","17709.232566;15068.430172;14929.234391;15924.960293;16801.208967;16031.553079;15083.378403;15830.613985;16185.293382;16310.489739;15410.489018;15764.882981;15945.732078","18469.2;14697.3;14490.1;16890.6;13307.5;11488.0;11021.4;13786.0;17773.2;20125.2;13053.1;14418.3;18561.2","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",37,1.6854,2.709,17.879921,4.23,"OK","2892.545643;2893.844495;2902.038388;2894.620758;2900.117766;2903.783502;2896.908499;2905.027113;2903.831819;2899.7859;2908.208127;2903.174971;2903.132497","2891.8;2870.0;2839.7;2925.6;2858.2;2873.3;2857.3;2832.8;2818.5;2843.0;2863.1;2838.6;2827.4","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",38,1.9164,1.618,36.144126,0.37,"OK","3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8","3050.13;2991.26;2966.63;3079.93;3027.55;3046.13;3052.31;3028.4;3042.15;3060.21;3044.19;3005.94;2999.31","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",39,1.6891,3.62,27.068504,4.94,"OK","5842.368409;5846.868288;5850.542385;5853.54224;5855.991585;5857.991446;5859.624308;5860.957519;5862.04607;5862.934859;5863.660545;5864.253058;5864.736837","5820.04;5811.86;5764.85;5774.63;5782.51;5729.81;5736.21;5784.8;5783.06;5742.76;5732.81;5730.19;5678.13","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",40,1.8909,4.1671,26.33915,5.38,"OK","5838.092001;5844.218189;5849.772454;5854.808189;5859.373803;5863.513185;5867.266127;5870.668705;5873.753628;5876.550552;5879.086364;5881.38544;5883.469881","5816.795;5807.545;5761.31;5766.93;5777.23;5727.54;5732.42;5780.82;5776.885;5739.61;5732.305;5721.025;5674.69","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",41,1.8098,1.4975,74.087421,0.84,"OK","6201.48;6201.48;6201.48;6201.48;6201.48;6201.48;6201.48;6201.48;6201.48;6201.48;6201.48;6201.48;6201.48","6138.53;6046.39;6014.57;6020.12;6111.92;6065.35;6090.68;6170.24;6206.4;6161.53;6092.33;6028.87;6039.88","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",42,1.8069,1.4775,75.087402,0.92,"OK","6209.94;6209.94;6209.94;6209.94;6209.94;6209.94;6209.94;6209.94;6209.94;6209.94;6209.94;6209.94;6209.94","6145.38;6055.38;6021.96;6036.22;6123.1;6070.16;6098.74;6178.74;6219.68;6168.3;6093.4;6048.22;6047.21","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",43,1.8083,1.4992,74.000236,0.83,"OK","6205.71;6205.71;6205.71;6205.71;6205.71;6205.71;6205.71;6205.71;6205.71;6205.71;6205.71;6205.71;6205.71","6141.955;6050.885;6018.265;6028.17;6117.51;6067.755;6094.71;6174.49;6213.04;6164.915;6092.865;6038.545;6043.545","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",44,1.9444,4.2929,26.280053,4.02,"OK","5834.391116;5840.841793;5846.759946;5852.189537;5857.170898;5861.741033;5865.933889;5869.780612;5873.309777;5876.547597;5879.518126;5882.243428;5884.743749","5813.55;5803.23;5757.77;5759.23;5771.95;5725.27;5728.63;5776.84;5770.71;5736.46;5731.8;5711.86;5671.25","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",45,4.4602,6.4884,20.685445,14.9,"OK","2906.223402;2923.249716;2923.191733;2915.160352;2918.889177;2927.902476;2910.331574;2926.442831;2920.320829;2917.316355;2921.957172;2923.707884;2914.134626","2934.68;2967.95;3071.57;3101.51;3101.51;3136.93;3189.06;3165.62;3069.02;2990.9;2965.64;2997.27;3001.98","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",46,5.2516,4.2762,39.139339,4.62,"OK","3261.41562;3277.602474;3290.180894;3281.442909;3264.568022;3263.791158;3279.620833;3288.99244;3278.851524;3264.300986;3266.141554;3281.158428;3287.5663","3156.835;3088.77;3129.65;3163.045;3114.31;3110.356;3123.937;3136.711;3158.378;3095.771;3042.689;3026.794;3062.599","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",47,4.0776,5.9452,20.677683,14.49,"OK","2906.667197;2925.063655;2926.063555;2919.901491;2924.997463;2935.461202;2919.49506;2937.408586;2932.479137;2931.405719;2937.624715;2940.861807;2932.973359","2933.38;2967.36;3070.66;3098.73;3098.73;3134.37;3186.88;3164.56;3067.65;2988.52;2963.47;2994.78;2999.43","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",48,2.0786,2.9256,20.871703,5.66,"OK","2986.275027;2986.437878;2983.564317;2983.793004;2981.386115;2981.654721;2979.63623;2979.925641;2978.230803;2978.527145;2977.102343;2977.395763;2976.196543","2964.555;2996.025;3000.705;2941.08;2935.96;2938.24;2936.72;2936.66;2882.2;2862.63;2867.64;2875.68;2871.67","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",49,3.0734,2.5663,39.008826,1.5,"OK","3226.06036;3226.06036;3226.06036;3226.06036;3226.06036;3226.06036;3226.06036;3226.06036;3226.06036;3226.06036;3226.06036;3226.06036;3226.06036","3193.28;3248.07;3406.28;3378.86;3335.78;3331.52;3375.54;3365.51;3264.59;3155.58;3087.64;3128.35;3161.7","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",50,3.0699,2.5628,39.043532,1.37,"OK","3227.54831;3227.54831;3227.54831;3227.54831;3227.54831;3227.54831;3227.54831;3227.54831;3227.54831;3227.54831;3227.54831;3227.54831;3227.54831","3194.69;3248.72;3407.29;3381.89;3338.78;3334.24;3377.85;3366.64;3266.05;3158.09;3089.9;3130.95;3164.39","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",51,1.5812,1.7945,57.637341,0.85,"OK","6560.7;6560.7;6560.7;6560.7;6560.7;6560.7;6560.7;6560.7;6560.7;6560.7;6560.7;6560.7;6560.7","6549.4;6749.6;6672.9;6664.1;6601.3;6601.8;6483.1;6488.7;6431.8;6468.2;6418.9;6383.5;6403.6","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",52,1.7058,1.3988,84.848877,0.66,"OK","7053.8;7053.8;7053.8;7053.8;7053.8;7053.8;7053.8;7053.8;7053.8;7053.8;7053.8;7053.8;7053.8","6980.8;7049.9;6985.1;7060.9;7021.9;7015.0;6921.2;6940.5;6942.0;6894.3;6783.9;6801.8;6773.4","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",53,6.3934,0.6938,187.381675,4.05,"OK","1927.920973;1926.181883;1921.306292;1910.204399;1926.312349;1915.89844;1925.239537;1914.984726;1923.714249;1917.026739;1922.769392;1917.826289;1921.741897","1915.5;1845.1;1867.4;2142.0;2309.8;2248.6;2182.6;2050.6;1986.8;1865.6;1912.3;1982.7;1933.5","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",54,0.7799,0.4118,46.501823,3.11,"OK","2477.526832;2474.187024;2475.990525;2474.056795;2472.096587;2471.014602;2469.663663;2468.192551;2466.821691;2465.447398;2464.050844;2462.662063;2461.276029","2483.0;2491.0;2474.0;2491.0;2483.0;2460.0;2473.0;2448.0;2429.0;2411.0;2434.0;2445.0;2439.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",55,4.8236,1.8343,129.033001,12.73,"OK","5044.049059;5075.144285;5093.792863;5111.816979;5128.536936;5139.7038;5153.381534;5160.508508;5171.354536;5175.897937;5184.427367;5187.239253;5193.958277","5056.0;4936.0;4551.0;4461.0;4515.0;4725.0;4863.0;5097.0;5191.0;5195.0;5328.0;5342.0;5207.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",56,7.3139,3.242,80.064774,2.37,"OK","3032.124023;3083.145897;3130.370889;3174.081551;3214.539409;3251.986524;3286.646948;3318.728056;3348.421792;3375.905818;3401.344572;3424.890257;3446.683748","3030.0;3099.0;3193.0;3261.0;3334.0;3440.0;3538.0;3633.0;3733.0;3814.0;3877.0;3929.0;3978.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
"v0_6","weekly",57,12.4102,4.9488,40.494505,1.09,"OK","1905.462944;1676.774094;1676.774094;1676.774094;1676.774094;1676.774094;1676.774094;1676.774094;1676.774094;1676.774094;1676.774094;1676.774094;1676.774094","2070.0;1970.0;1830.0;1730.0;1640.0;1550.0;1500.0;1460.0;1460.0;1390.0;1370.0;1370.0;1410.0","D","3d7f883","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","isolamento.csv"
