"yearly",4609,20,0,1,0,0,0,0,4.5234,2.6041,18.368421,0,0.1,"LOCALLY_SOLVED","OK","1022.0;1022.0;1022.0;1022.0;1022.0;1022.0","1004.0;1012.0;1041.0;1077.0;1099.0;1130.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",14706,29,0,1,1,0,0,0,28.7556,0.6838,1439.821429,0,0.14,"LOCALLY_SOLVED","OK","3903.979843;3903.979843;3903.979843;3903.979843;3903.979843;3903.979843","2110.0;2110.0;4220.0;4220.0;4220.0;5275.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",11322,33,0,1,0,0,0,0,21.5961,0.8397,430.09375,0,51.62,"LOCALLY_SOLVED","OK","1957.90625;1807.8125;1657.71875;1507.625;1357.53125;1207.4375","1718.0;2003.0;2136.0;1819.0;1760.0;1747.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",3869,21,0,1,1,0,0,0,60.3884,12.2084,337.6595,0,0.08,"LOCALLY_SOLVED","OK","3993.155432;4112.000696;4230.845961;4349.691225;4468.53649;4587.381755","5178.36;7454.88;6226.43;9046.83;10478.62;12090.21","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",19252,16,0,1,0,0,0,0,28.6232,2.1628,293.197067,0,0.04,"LOCALLY_SOLVED","OK","1832.79;1832.79;1832.79;1832.79;1832.79;1832.79","1645.904;2066.388;2435.922;2584.85;2836.442;2858.147","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",13437,24,1,0,0,0,0,0,5.9385,1.5027,282.118704,0,0.32,"LOCALLY_SOLVED","OK","7617.075142;7607.924028;7601.428183;7596.817159;7593.544059;7591.220676","7624.502079;7682.627719;7452.724624;7395.147927;6484.467397;6589.080278","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",12658,29,0,1,1,0,0,0,5.1066,1.7646,114.167857,0,0.07,"LOCALLY_SOLVED","OK","3477.741041;3585.119732;3692.498423;3799.877115;3907.255806;4014.634497","3557.3;3705.4;3861.2;3994.5;4177.6;4389.9","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",13872,33,0,1,0,0,0,0,3.6839,1.8022,38.043432,0,0.08,"LOCALLY_SOLVED","OK","1859.149364;1873.375306;1887.601249;1901.827191;1916.053134;1930.279076","1833.571425;1850.942606;1828.130359;1832.542872;1832.713963;1779.016915","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",13837,16,0,2,1,0,0,0,12.1084,2.6481,665.575982,0,0.06,"LOCALLY_SOLVED","OK","11319.620031;12065.908691;12812.197352;13558.486012;14304.774673;15051.063333","11839.89102;13106.65827;14705.79559;16070.69064;16887.49515;17076.45714","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",359,51,0,1,0,0,0,0,16.3164,2.8233,69.764478,0,0.08,"LOCALLY_SOLVED","OK","1066.748522;1066.748522;1066.748522;1066.748522;1066.748522;1066.748522","1079.519218;1129.541138;1235.648373;1307.269611;1373.999825;1456.294839","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",18018,29,0,2,1,0,0,0,9.987,3.6156,249.285714,0,0.23,"LOCALLY_SOLVED","OK","7129.581385;7459.162769;7788.744154;8118.325539;8447.906924;8777.488308","7040.0;7700.0;8560.0;8770.0;10160.0;10720.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",20064,15,0,1,0,0,0,0,4.6262,1.0814,102.881897,0,0.08,"LOCALLY_SOLVED","OK","2248.786347;2323.297717;2397.809088;2472.320459;2546.83183;2621.343201","2200.224503;2280.560653;2250.245371;2302.318262;2448.711396;2460.785557","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",6918,40,0,2,0,0,0,0,4.9285,2.2934,259.037205,0,0.08,"LOCALLY_SOLVED","OK","10865.123;11506.655;12148.187;12789.719;13431.251;14072.783","9886.691;10928.92;11819.673;13406.629;13839.674;14727.152","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",5109,20,0,1,1,0,0,0,2.1301,1.0693,74.210526,0,0.29,"LOCALLY_SOLVED","OK","3675.648141;3675.648141;3675.648141;3675.648141;3675.648141;3675.648141","3730.0;3690.0;3740.0;3810.0;3770.0;3790.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",17112,25,0,1,0,0,0,0,21.6048,0.7563,365.6,0,0.08,"LOCALLY_SOLVED","OK","1448.2;1448.2;1448.2;1448.2;1448.2;1448.2","1372.8;1247.5;1167.4;1126.8;1152.0;963.7","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",6538,20,0,1,0,0,0,0,6.7961,2.0357,58.947368,0,0.08,"LOCALLY_SOLVED","OK","1690.0;1690.0;1690.0;1690.0;1690.0;1690.0","1700.0;1770.0;1810.0;1830.0;1860.0;1890.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",19993,32,2,1,2,0,0,0,3.9698,1.5604,50.735728,0,51.8,"LOCALLY_SOLVED","OK","1825.333235;1859.84801;1956.795816;2065.797811;2126.789077;2127.197891","1930.691446;2019.132568;2006.57221;2110.582709;2146.401868;2223.379889","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",9080,33,0,2,1,0,0,0,4.2394,1.7702,203.297812,0,0.11,"LOCALLY_SOLVED","OK","7346.726804;7588.603608;7830.480412;8072.357216;8314.23402;8556.110824","7247.75;7586.9;8057.22;8576.92;8975.24;9222.44","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",13183,41,0,2,1,0,0,0,3.635,0.7169,43.295575,0,49.92,"LOCALLY_SOLVED","OK","961.152981;922.305963;883.458944;844.611926;805.764907;766.917889","934.0941;882.0885;852.7663;836.5145;829.8064;823.029","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",6659,40,0,2,1,0,0,0,5.0279,2.5469,68.471795,0,0.14,"LOCALLY_SOLVED","OK","3081.350087;3179.500175;3277.650262;3375.800349;3473.950437;3572.100524","2970.7;3137.3;3449.2;3644.6;3654.4;3844.8","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",9711,15,0,1,0,0,0,0,5.0592,1.7585,147.571429,0,0.08,"LOCALLY_SOLVED","OK","4955.714286;5079.428571;5203.142857;5326.857143;5450.571429;5574.285714","4624.0;4908.0;4993.0;5082.0;5148.0;5278.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",3959,34,0,2,1,0,0,0,18.13,4.5217,260.909091,0,0.16,"LOCALLY_SOLVED","OK","6471.360772;6762.721545;7054.082317;7345.44309;7636.803862;7928.164635","5890.0;4760.0;6310.0;6300.0;6200.0;6660.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",9808,15,0,1,1,0,0,0,1.6682,0.3618,450.714286,0,0.1,"LOCALLY_SOLVED","OK","8268.946612;8712.604084;9156.261557;9599.919029;10043.576502;10487.233974","8260.0;8650.0;9090.0;9370.0;9770.0;10150.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",17129,17,0,2,0,0,0,0,21.9131,7.5837,26.8625,0,0.07,"LOCALLY_SOLVED","OK","903.7;873.9;844.1;814.3;784.5;754.7","987.1;1128.8;992.0;992.4;1032.7;1064.5","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",12559,15,0,1,0,0,0,0,18.3902,4.4802,315.3,0,0.05,"LOCALLY_SOLVED","OK","5618.271429;5825.842857;6033.414286;6240.985714;6448.557143;6656.128571","5689.8;5414.2;6150.3;7804.4;9416.9;10000.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",20126,26,0,2,2,0,0,0,3.0097,1.2826,67.1208,0,0.22,"LOCALLY_SOLVED","OK","2831.956983;2912.437248;2992.917512;3073.397777;3153.878041;3234.358306","2676.251;2692.939;2942.717;3058.947;3123.428;3188.114","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",18251,29,0,1,0,0,0,0,19.6375,5.8101,134.253571,0,0.06,"LOCALLY_SOLVED","OK","3112.232143;3211.464286;3310.696429;3409.928571;3509.160714;3608.392857","3179.5;3529.8;4044.3;4356.0;4673.4;5059.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",8978,15,0,0,1,0,0,0,3.4052,0.3279,979.071429,0,0.16,"LOCALLY_SOLVED","OK","8933.14413;9153.969486;9153.969486;9153.969486;9153.969486;9153.969486","8932.9;9263.7;9395.4;9443.6;9593.1;10000.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",3728,28,0,1,0,0,0,0,25.6134,2.6078,122.0,0,0.08,"LOCALLY_SOLVED","OK","1779.777778;1839.555556;1899.333333;1959.111111;2018.888889;2078.666667","1820.0;1810.0;1950.0;1970.0;1990.0;330.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",18084,29,0,2,1,0,0,0,11.1813,4.1897,163.071429,0,0.12,"LOCALLY_SOLVED","OK","4995.078303;5224.156606;5453.23491;5682.313213;5911.391516;6140.469819","5339.0;5673.0;5890.0;6365.0;6844.0;7395.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",6180,20,0,1,0,0,0,0,1.2371,0.7257,75.789474,0,0.09,"LOCALLY_SOLVED","OK","4470.0;4470.0;4470.0;4470.0;4470.0;4470.0","4400.0;4400.0;4420.0;4430.0;4410.0;4510.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",2520,17,0,0,0,0,0,0,9.4234,1.3006,94.375,0,49.51,"LOCALLY_SOLVED","OK","1190.588235;1190.588235;1190.588235;1190.588235;1190.588235;1190.588235","1270.0;1270.0;1240.0;1350.0;1200.0;1550.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",4229,30,0,2,2,0,0,0,5.5619,2.0987,266.362793,0,50.31,"LOCALLY_SOLVED","OK","8995.200885;9478.204173;9961.207462;10444.21075;10927.214038;11410.217326","8385.129;8791.531;9363.658;10305.42;11273.41;12385.04","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",22970,13,0,0,0,0,0,0,34.5634,3.8915,706.666667,0,0.11,"LOCALLY_SOLVED","OK","6530.0;6530.0;6530.0;6530.0;6530.0;6530.0","8320.0;8850.0;9140.0;9910.0;9930.0;9530.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",799,58,0,2,3,0,0,0,5.2971,3.0538,215.017544,0,0.29,"LOCALLY_SOLVED","OK","11978.039615;11926.576851;11975.40979;12024.24273;12073.075669;12121.908608","12275.0;12425.0;12592.0;12781.0;12902.0;13064.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",7294,40,0,2,1,0,0,0,3.399,1.6126,52.651282,0,0.09,"LOCALLY_SOLVED","OK","2370.659294;2447.318587;2523.977881;2600.637174;2677.296468;2753.955762","2294.4;2342.1;2413.0;2515.8;2619.8;2679.3","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",17572,20,1,2,0,0,0,0,4.8357,1.9992,36.631579,0,0.08,"LOCALLY_SOLVED","OK","1443.814161;1476.154203;1513.249572;1546.852089;1583.020154;1617.303789","1418.0;1452.0;1477.0;1478.0;1463.0;1453.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",7262,40,3,2,0,0,0,0,4.6939,2.1261,225.169872,0,1.25,"LOCALLY_SOLVED","OK","9514.386429;9901.544663;10178.820882;10558.66576;10930.482258;11225.429147","9131.361;9416.153;9822.317;10155.775;10265.796;10645.488","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",3936,59,0,2,4,0,0,0,7.3743,4.7162,58.930517,0,0.41,"LOCALLY_SOLVED","OK","3578.686098;3702.616844;3838.039669;3973.884935;4109.730201;4245.575466","3386.13;3434.59;3517.81;3628.4;3822.68;3991.37","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",10463,44,0,1,1,0,0,0,48.9045,9.998,115.493,0,0.14,"LOCALLY_SOLVED","OK","2816.559295;2878.567286;2940.575276;3002.583267;3064.591257;3126.599247","2338.525;1938.225;1686.05;1835.625;1696.075;1406.775","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",17169,42,0,2,2,0,0,0,12.6985,6.9505,119.592683,0,0.2,"LOCALLY_SOLVED","OK","5175.541268;5398.780259;5622.019251;5845.258242;6068.497233;6291.736224","5288.0;5701.5;6210.1;6793.7;7411.1;7984.8","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",1762,29,0,2,1,0,0,0,1.3612,0.4921,103.857143,0,0.12,"LOCALLY_SOLVED","OK","3365.381868;3514.763737;3664.145605;3813.527474;3962.909342;4112.29121","3324.0;3448.0;3686.0;3840.0;3934.0;3991.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",5027,20,0,2,1,0,0,0,3.8057,1.2079,89.473684,0,51.82,"LOCALLY_SOLVED","OK","2651.132849;2672.265697;2693.398546;2714.531394;2735.664243;2756.797091","2650.0;2690.0;2740.0;2810.0;2930.0;3050.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",20394,15,0,1,1,0,0,0,6.6485,1.1043,726.969529,0,0.29,"LOCALLY_SOLVED","OK","10576.277029;11141.952169;11707.627309;12273.302449;12838.977589;13404.652728","10740.8881;12028.3222;11805.4588;11322.2565;11628.6937;11897.9869","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",1281,42,0,1,1,0,0,0,23.5722,5.6677,214.780488,0,0.28,"LOCALLY_SOLVED","OK","4315.021612;4315.021612;4315.021612;4315.021612;4315.021612;4315.021612","3990.0;4523.0;5101.0;5944.0;6253.0;6733.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",372,59,0,2,1,0,0,0,0.8376,0.6184,133.904737,0,0.18,"LOCALLY_SOLVED","OK","8752.451817;9178.348946;9604.246075;10030.143205;10456.040334;10881.937463","8786.448438;9208.558594;9849.658594;10120.022656;10463.766406;10971.560156","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",9328,15,1,0,0,0,0,0,4.8352,1.9788,90.884357,0,0.11,"LOCALLY_SOLVED","OK","3708.490651;3663.64956;3629.050126;3602.353167;3581.753766;3565.859247","3730.528;3834.43;3848.587;3907.795;3772.223;3736.638","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",15111,15,0,1,0,0,0,0,2.6554,1.2994,150.714286,0,0.32,"LOCALLY_SOLVED","OK","6973.571429;7077.142857;7180.714286;7284.285714;7387.857143;7491.428571","7020.0;7280.0;7410.0;7620.0;7620.0;7620.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",6622,40,0,1,1,0,0,0,5.0694,2.3434,70.648718,0,0.14,"LOCALLY_SOLVED","OK","2863.981481;2926.692843;2989.404204;3052.115565;3114.826927;3177.538288","2867.1;2927.2;3105.0;3275.2;3304.2;3639.2","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",19385,18,0,1,0,0,0,0,11.1584,1.8789,347.85,0,0.05,"LOCALLY_SOLVED","OK","5529.15;5529.15;5529.15;5529.15;5529.15;5529.15","5098.57;5955.94;6058.28;5988.64;6639.62;6494.16","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",16094,29,0,1,0,0,0,0,11.8432,1.5692,953.228571,0,0.04,"LOCALLY_SOLVED","OK","11381.5;11381.5;11381.5;11381.5;11381.5;11381.5","10813.3;11446.0;11327.3;14065.5;14444.9;13921.8","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",8115,29,0,2,1,0,0,0,2.4338,0.7728,700.678571,0,0.16,"LOCALLY_SOLVED","OK","18587.693514;19795.387028;21003.080542;22210.774056;23418.46757;24626.161084","18993.0;19516.0;20362.0;21959.0;24009.0;25707.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",21659,15,0,2,0,0,0,0,54.0062,11.1233,233.985714,0,0.21,"LOCALLY_SOLVED","OK","4123.8;4867.2;5610.6;6354.0;7097.4;7840.8","2951.6;3063.7;3540.3;2983.0;3395.5;4343.5","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",14493,31,2,0,1,0,0,0,37.0954,1.0515,1668.59,0,3.52,"LOCALLY_SOLVED","OK","5635.14898;5915.248687;5762.061775;5459.226341;5208.139418;5086.410945","3220.5;3999.9;2844.5;4196.1;6461.5;5849.8","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",10576,40,0,1,2,0,0,0,1.692,1.434,19.966923,0,0.24,"LOCALLY_SOLVED","OK","1646.064506;1661.569718;1680.756934;1699.94415;1719.131365;1738.318581","1645.5;1655.1;1657.65;1665.78;1673.08;1676.88","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",108,45,0,1,0,0,0,0,21.238,1.0334,316.818557,0,0.14,"LOCALLY_SOLVED","OK","1225.398755;1225.398755;1225.398755;1225.398755;1225.398755;1225.398755","1229.852367;1214.567813;1358.956311;1777.893165;1563.522846;2150.383616","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",1166,26,2,0,0,0,0,0,10.6147,3.7709,29.365486,0,52.18,"LOCALLY_SOLVED","OK","1040.048966;1067.544001;1092.899457;1113.502201;1128.161758;1136.823802","1022.991949;1020.594447;973.933924;956.237464;973.54967;967.26979","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",21211,21,0,1,0,0,0,0,61.9155,3.8185,456.85,0,0.08,"LOCALLY_SOLVED","OK","1907.0;1907.0;1907.0;1907.0;1907.0;1907.0","984.0;1268.0;1510.0;3161.0;5245.0;5823.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",17187,24,0,1,0,0,0,0,11.0536,1.6466,570.869565,0,0.08,"LOCALLY_SOLVED","OK","7990.0;7990.0;7990.0;7990.0;7990.0;7990.0","7020.0;7890.0;9350.0;9110.0;10000.0;7910.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
"yearly",20572,50,1,0,0,0,0,0,128.6254,2.7005,831.326531,0,0.17,"LOCALLY_SOLVED","OK","5029.133843;4078.768263;3476.985932;3095.930492;2854.641838;2701.855109","6055.0;3179.0;240.0;118.0;151.0;76.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_yearly.csv"
